newsHeadline,sentiment,preprocessed_txt
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative,jan 6 ford struggling face slowing truck suv sale surfeit increasetodate gottahave car
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",neutral,rautakesko business operation norway russia acquired july 2005 included figure comparable period impacting sale growth starting august
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",positive,operating profit eur 1107 mn increase eur 865 mn
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative,peer peugeot fell 081 pct sale rose 63 pct period last
Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,negative,pharmaceutical groincrease orion corp reported fall thirdquarter earnings hit larger expenditure randd marketing
"However , the growth margin slowed down due to the financial crisis .",negative,however growth margin slowed decrease due financial crisis
"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market .",positive,significance teleste emphasised large size growing economy well rapid development tv service distribution industry poland viewed attractive market
"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive,reached agreement union flight continue normal finnair spokesman usko maatta said
"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",positive,finland insurance company pohjola finnish motorcyclist association signed agreement aim improving motorcyclist traffic safety
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive,helsinki afx nokian tyre reported fourth quarter pretax profit 615 mln eur increase 486 mln back strong sale
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive,kalnapiliotauro grincreasee kalnapilistauras groincrease owned denmark royal unibrew raised market share 2518 percent 2374 percent beer sale seven month jumped 145 percent 405 million liter
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",positive,kalnapiliotauro grincreasee kalnapilistauras groincrease owned denmark royal unibrew raised market share 252 percent 2391 percent beer sale nine month jumped 114 percent 5299 million liter
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive,marimekko 20 november signed license agreement swedish chain whereby marimekko license popular pattern 1950s 1960s 1970s handm
More staff has been recruited in Japan to further complement its network of close to 50 service locations in more than 20 countries worldwide .,positive,staff recruited japan complement network close 50 service location 20 country worldwide
Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,positive,nokian capacitor equipment used raise capacity reliability indian grid
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive,rautaruukki corporation stock exchange release 3 december 2009 12 noon ruukki construction engineering division improve adjust operation finland
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive,ruukki romania local arm finnish metal producer ruukki increased capital 900000 euro dollar 114 mln cash contribution reported september 19 2006
"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive,stx finland oy signed preliminary agreement building environmentally friendly new generation cruise ferry viking line manage turku finland stockholm sweden withviking line abp
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive,company estimate net sale 2010 increase considerably 2009 operating result clearly positive
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",positive,tower chose add due go operation summer increase total capacity 80 broadsheet 160 tabloid page ability run 32 48page product side side
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",positive,uponor made operating profit eur 1510 mn increase eur 1437 mn made 2007 record
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive,basware corporation stock exchange release august 31 2010 1625 basware signed large deal international industrial groincrease basware deliver invoice automation solution connectivity service international industrial groincrease
